case,switch,soft_iou,hard_iou,tex_corr,lesion_change,psnr_brain_target
Mets_025,no_clip,0.9882792234420776,0.9913605451583862,0.9651752710342407,-0.11709439754486084,22.669784837085174
Mets_025,clip_0.04,0.9876716732978821,0.9895074963569641,0.9771304130554199,-0.01488405466079712,30.404534539759716
Mets_025,clip_0.15,0.988532543182373,0.9913605451583862,0.980396032333374,-0.032849252223968506,29.15190446877625
Mets_025,no_detail,0.9852052927017212,0.9877468943595886,0.9750950336456299,-0.027993321418762207,28.198816710224612
Mets_025,no_expo_reduce,0.9882690906524658,0.9905596971511841,0.9820849895477295,-0.017516016960144043,30.93936922850584
Mets_025,no_contour_lock,0.9807461500167847,0.9905596971511841,0.990017294883728,-0.021383166313171387,30.025290366914128
Mets_025,strength_0.10,0.9873237609863281,0.9891424775123596,0.9763686656951904,-0.01210927963256836,30.5268213585931
Mets_025,strength_1.00,0.9899803400039673,0.9934512972831726,0.9835999011993408,-0.0458521842956543,28.060580940627826
Mets_026,default,0.9871962666511536,0.9923444390296936,0.9800670146942139,-0.024118751287460327,31.63344552378738
Mets_026,no_clip,0.9858617782592773,0.9927599430084229,0.9647626876831055,-0.08809894323348999,24.660606844822585
Mets_026,clip_0.04,0.986480176448822,0.9911426901817322,0.97837233543396,-0.017743796110153198,32.34156205282935
Mets_026,clip_0.15,0.987136960029602,0.9927599430084229,0.9816259741783142,-0.035351336002349854,30.18921040108111
Mets_026,no_detail,0.9836532473564148,0.9887372851371765,0.9764869809150696,-0.03196653723716736,29.684175404466533
Mets_026,no_expo_reduce,0.9874103665351868,0.9923657774925232,0.9838684797286987,-0.020029127597808838,32.772967531356755
Mets_026,no_contour_lock,0.9817265272140503,0.9923444390296936,0.9909422993659973,-0.02404487133026123,31.63344552378738
Mets_026,strength_0.10,0.9859557747840881,0.9904895424842834,0.977321982383728,-0.015021711587905884,32.58583711123877
Mets_026,strength_1.00,0.9878905415534973,0.9934656023979187,0.9861796498298645,-0.04815647006034851,28.597986945654714
Mets_027,default,0.987925112247467,0.9909402132034302,0.9789757132530212,-0.02621638774871826,30.031739347424548
Mets_027,no_clip,0.9881830215454102,0.9916769862174988,0.9635742902755737,-0.12977737188339233,21.927721809643472
Mets_027,clip_0.04,0.9874139428138733,0.9897141456604004,0.977978527545929,-0.019698143005371094,30.486133124360983
Mets_027,clip_0.15,0.9883219003677368,0.9916769862174988,0.9801137447357178,-0.03772085905075073,29.059728458483818
Mets_027,no_detail,0.9850703477859497,0.9880462884902954,0.9773960113525391,-0.03506791591644287,27.913578731350512
Mets_027,no_expo_reduce,0.9879636168479919,0.9909402132034302,0.9823788404464722,-0.021263301372528076,31.074782246389987
Mets_027,no_contour_lock,0.9799373149871826,0.9909402132034302,0.9893624186515808,-0.02621638774871826,30.031739347424548
Mets_027,strength_0.10,0.987095057964325,0.9892466068267822,0.9774312973022461,-0.016916632652282715,30.64449105779255
