case,brain_voxels,core_voxels,seg_voxels,segmax_voxels,core_brain_frac,seg_brain_frac,segmax_brain_frac,recall_core_vs_seg,precision_core_vs_seg,paper_signed_change_core,paper_ratio_core,paper_abschange_core,texture_corr_core,signed_change_seg,abschange_seg,abschange_outside_seg,ratio_seg,texture_corr_seg,signed_change_segmax,abschange_segmax,abschange_outside_segmax,ratio_segmax,texture_corr_segmax
Mets_066,49206,11171,376,712,0.22702515953339023,0.007641344551477462,0.014469780108116897,0.18617021276595744,0.006266225046996688,-0.024020664393901825,0.6270686521427303,0.030669143423438072,0.9899860620498657,-0.03858375921845436,0.043816760182380676,0.021658940240740776,0.4943072046082069,0.9937523007392883,-0.026971206068992615,0.03486434370279312,0.02163418009877205,0.6205245187804539,0.9928138256072998
Mets_067,45842,12767,0,37,0.27850006544217093,0.0,0.0008071201081977226,0.0,0.0,-0.016736747696995735,0.6047105862889042,0.03648661449551582,0.9921742677688599,nan,nan,0.02608058601617813,nan,nan,-0.012844040989875793,0.03456336259841919,0.02607373334467411,0.7543749040744847,0.9981350302696228
Mets_068,53037,12887,0,17,0.24298131493108585,0.0,0.0003205309500914456,0.0,0.0,-0.02428065799176693,0.5531204565352372,0.03207435458898544,0.9905132055282593,nan,nan,0.021223722025752068,nan,nan,-0.018795806914567947,0.02198743261396885,0.02122347801923752,0.9652549432148807,0.9939588904380798
Mets_069,39843,9423,11,117,0.2365032753557714,0.0002760836282408453,0.0029365258640162636,0.0,0.0,-0.023776186630129814,0.6034765118153985,0.028244173154234886,0.9882386922836304,-0.05851570516824722,0.05851570516824722,0.019682686775922775,0.33636588193426276,0.9983240962028503,-0.023471122607588768,0.026130693033337593,0.019674446433782578,0.7529247849906574,0.993382453918457
Mets_070,39169,9548,3,37,0.24376420128162576,7.65911818019352e-05,0.0009446245755572009,0.6666666666666666,0.00020946795140343527,-0.022142095491290092,0.6235299131887647,0.030198410153388977,0.9901860952377319,-0.07084959000349045,0.07084959000349045,0.02159714512526989,0.3048309118543367,0.9996636509895325,-0.043004609644412994,0.04379614070057869,0.021579932421445847,0.49273593691694173,0.9927149415016174
Mets_071,37909,8727,60,129,0.23020918515392122,0.0015827376084834735,0.0034028858582394682,1.0,0.006875214850464077,-0.026295220479369164,0.532246439872552,0.032341111451387405,0.9894500970840454,-0.0628163143992424,0.06335235387086868,0.02062971517443657,0.3256345488991015,0.9945316910743713,-0.037863198667764664,0.041853077709674835,0.020625095814466476,0.4927975896429414,0.9949153661727905
Mets_072,36146,9315,0,16,0.25770486360869804,0.0,0.00044264925579593867,0.0,0.0,-0.01973322592675686,0.7717306669307683,0.029583970084786415,0.990419328212738,nan,nan,0.024571167305111885,nan,nan,-0.026103051379323006,0.02650066278874874,0.02457031048834324,0.9271583388010558,0.9961151480674744
Mets_073,49872,11122,0,26,0.22301090792428618,0.0,0.0005213346166185435,0.0,0.0,-0.022866105660796165,0.5652936045406807,0.03215017914772034,0.991431474685669,nan,nan,0.021291067823767662,nan,nan,-0.02232106402516365,0.02296745404601097,0.021290192380547523,0.9269722424565052,0.9919978380203247
Mets_074,39086,9325,1,20,0.23857647239420765,2.5584608299646932e-05,0.0005116921659929387,0.0,0.0,-0.019479800015687943,0.5840110581104702,0.03665422648191452,0.991207480430603,-0.04720669984817505,0.04720669984817505,0.025043662637472153,0.5305107689801856,nan,-0.025701189413666725,0.03567401319742203,0.025038788095116615,0.7018775251483631,0.9963111281394958
Mets_075,39830,8745,3,40,0.21955812201857897,7.532011046949536e-05,0.0010042681395932714,0.0,0.0,-0.02264626882970333,0.6953425478725657,0.03040040098130703,0.9910275340080261,-0.10428237915039062,0.10428237915039062,0.02316606603562832,0.22214746368817903,0.9988819360733032,-0.02806655690073967,0.04213949292898178,0.02315310575067997,0.5494395907824565,0.9966198801994324
