case,variant,soft_iou,hard_iou,tex_corr,lesion_change,resid_mean_abs,psnr_brain_target
Mets_006,noise,0.969150722026825,0.9707594513893127,0.955176830291748,-0.008385717868804932,0.4705516993999481,32.41844365205751
Mets_006,mean_latent,0.9740144610404968,0.9796841740608215,0.9814563393592834,-0.02346336841583252,0.042864058166742325,31.896155001043454
Mets_007,dit_seedA,0.9805135726928711,0.9854945540428162,0.9822343587875366,-0.020605266094207764,0.06451991945505142,31.000017236844933
Mets_007,dit_seedB,0.9805135726928711,0.9854945540428162,0.9822343587875366,-0.020605266094207764,0.06451235711574554,31.000017236844933
Mets_007,frozen,0.9805135726928711,0.9854945540428162,0.9822343587875366,-0.020605266094207764,0.06451550126075745,31.000017236844933
Mets_007,shuffled,0.9805135726928711,0.9854945540428162,0.9822343587875366,-0.020605266094207764,0.06451959908008575,31.000017236844933
Mets_007,identity,0.9778963923454285,0.9813143014907837,0.9791367650032043,-0.0089244544506073,0.0,31.804177512625774
Mets_007,noise,0.9752601385116577,0.9778386950492859,0.9632670879364014,-0.007613062858581543,0.45866549015045166,31.24323298777516
Mets_007,mean_latent,0.9805135726928711,0.9854945540428162,0.9822343587875366,-0.020605266094207764,0.06450201570987701,31.000017236844933
Mets_008,dit_seedA,0.9875050783157349,0.9927654266357422,0.9803575277328491,-0.018460124731063843,0.05763006955385208,31.690583282358837
Mets_008,dit_seedB,0.9875050783157349,0.9927654266357422,0.9803575277328491,-0.018460124731063843,0.05762273073196411,31.690583282358837
Mets_008,frozen,0.9875050783157349,0.9927654266357422,0.9803575277328491,-0.018460124731063843,0.05762571468949318,31.690583282358837
Mets_008,shuffled,0.9875050783157349,0.9927654266357422,0.9803575277328491,-0.018460124731063843,0.05763033777475357,31.690583282358837
Mets_008,identity,0.986240029335022,0.9898090958595276,0.9767493605613708,-0.006201744079589844,0.0,32.740837303095766
Mets_008,noise,0.9846422076225281,0.9878069162368774,0.9564456343650818,-0.0049918293952941895,0.4640139937400818,32.084700827240646
Mets_008,mean_latent,0.9875050783157349,0.9927654266357422,0.9803575277328491,-0.018460124731063843,0.05761243402957916,31.690583282358837
Mets_009,dit_seedA,0.9859727621078491,0.9879307150840759,0.9815667867660522,-0.019929111003875732,0.07048023492097855,29.932149639674833
Mets_009,dit_seedB,0.9859727621078491,0.9879307150840759,0.9815667867660522,-0.019929111003875732,0.07047274708747864,29.932149639674833
Mets_009,frozen,0.9859727621078491,0.9879307150840759,0.9815667867660522,-0.019929111003875732,0.07047559320926666,29.932149639674833
Mets_009,shuffled,0.9859727621078491,0.9879307150840759,0.9815667867660522,-0.019929111003875732,0.07048025727272034,29.932149639674833
Mets_009,identity,0.9848588705062866,0.9858320951461792,0.9797258973121643,-0.007161140441894531,0.0,30.59667261386234
Mets_009,noise,0.9838119745254517,0.9844393134117126,0.9697967171669006,-0.011790215969085693,0.46705541014671326,29.933030244946075
Mets_009,mean_latent,0.9859727621078491,0.9879307150840759,0.9815667867660522,-0.019929111003875732,0.07046262919902802,29.932149639674833
Mets_010,dit_seedA,0.9867163896560669,0.9882352948188782,0.9801458716392517,-0.023762404918670654,0.06299258023500443,31.68698176982694
Mets_010,dit_seedB,0.9867163896560669,0.9882352948188782,0.9801458716392517,-0.023762404918670654,0.06298506259918213,31.68698176982694
Mets_010,frozen,0.9867163896560669,0.9882352948188782,0.9801458716392517,-0.023762404918670654,0.06298808753490448,31.68698176982694
Mets_010,shuffled,0.9867163896560669,0.9882352948188782,0.9801458716392517,-0.023762404918670654,0.06299233436584473,31.68698176982694
Mets_010,identity,0.984920859336853,0.984979510307312,0.9767104983329773,-0.010801255702972412,0.0,32.84927881219859
